owner_step	source_step	handoff_status	owner_step_tsv_has_file_id	owner_step_md_mentions_file_id	file_id	status	path	file_kind	route_classes	features	group	disposition	evidence	notes	minimalism_gate	audit_bucket	audit_action	audit_rationale
M07	M06	external-handoff-not-reacknowledged	no	no	000361	A	package/kernel/mt76/patches/0018-mtk-mt76-mt7996-add-support-for-AP-A-TTLM.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [18/95] adds AP A-TTLM support, firmware events, and set_attlm operation; this is explicit MLO/TTLM behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000362	A	package/kernel/mt76/patches/0019-mtk-mt76-mt7996-leave-ps-when-4-address-is-establish.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-advanced-mac-policy-handoff	defer	Patch [19/95] makes stations leave power-save for 4-address non-AMSDU cases and non-setup links; this is advanced 4-address/PS behavior, not M06 basic probe/load/calibration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000363	A	package/kernel/mt76/patches/0020-mtk-mt76-mt7996-add-mcu-command-to-set-bssid-mapping.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-advanced-mac-policy-handoff	defer	Patch [20/95] sets BSSID mapping address for 4-address non-AMSDU receive handling; this is advanced 4-address MAC behavior beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000364	A	package/kernel/mt76/patches/0021-mtk-mt76-mt7996-Add-lpi-support-with-sku_idx-and-enh.patch	patch	primary	firmware:wifi:eeprom,identity:calibration:wifi,wireless:calibration:eeprom,wireless:mt76:driver,wireless:mt76:eeprom	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [21/95] adds LPI SKU index, PSD limits, LPI mode management, and management-power enhancements; this is regulatory/power policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000365	A	package/kernel/mt76/patches/0022-mtk-mt76-mt7996-Add-Triggered-Uplink-Access-Optimiza.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-qos-scs-policy-handoff	defer	Patch [22/95] adds Triggered Uplink Access Optimization as a subset of SCS, plus vendor commands and EHT capability bits; this is QoS/SCS policy beyond M06 basic association.	M07 TODO: review TUAO/SCS userspace and policy behavior after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association.	advanced QoS/SCS policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000366	A	package/kernel/mt76/patches/0023-mtk-mt76-mt7996-add-per-band-token-limit.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-advanced-mac-policy-handoff	defer	Patch [23/95] adds per-band token thresholds/accounting to prevent one band from consuming the shared token pool; this is multi-band resource/performance policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000369	A	package/kernel/mt76/patches/0026-mtk-mt76-mt7996-add-Adv-TTLM-support-for-STA.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [26/95] adds Adv-TTLM STA support, valid_link/TTLM handling, peer-MLD requests, and dormant-link handling; this is explicit MLO/TTLM behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000370	A	package/kernel/mt76/patches/0027-mtk-mt76-mt7996-Add-AFC-and-lpi-power-support.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [27/95] receives/stores AFC power tables from hostapd vendor commands and compares AFC vs SKU tables; this is explicit AFC/LPI regulatory power policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000371	A	package/kernel/mt76/patches/0028-mtk-mt76-mt7996-add-CU-event-notification-support.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [28/95] adds critical-update event notification and beacon critical-update firmware events; this is beacon/update policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000376	A	package/kernel/mt76/patches/0033-mtk-wifi-mt76-mt7996-Add-support-for-TSF-offset.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [33/95] reports TSF offsets to hostapd for per-station profile content in MLD beacons; this is MLO/timing/userspace behavior beyond M06 basic association.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000377	A	package/kernel/mt76/patches/0034-mtk-mt76-mt7996-Refactor-handling-vht-operating-mode.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-rate-control-policy-handoff	defer	Patch [34/95] refactors VHT operating-mode notification and rate-control fields during station addition; this is rate-control/operating-mode behavior beyond M06 basic association.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000381	A	package/kernel/mt76/patches/0038-mtk-mt76-mt7996-add-beacon-waiting-mechanism-for-act.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-dfs-csa-policy-handoff	defer	Patch [38/95] adds active-scan beacon waiting on radar/no-IR channels; this is DFS scan policy and hidden-SSID behavior, not basic radio probe/load/calibration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000383	A	package/kernel/mt76/patches/0040-mtk-mt76-fix-rcu-protection-for-mlink-and-mconf.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [40/95] changes RCU protection for mlink/mconf and default WCID handling; this is MLO link-structure correctness that M07 must review after basic radios enumerate.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000386	A	package/kernel/mt76/patches/0043-mtk-mt76-mt7996-replace-band-idx-with-radio-idx-in-v.patch	patch	primary	firmware:wifi:eeprom,identity:calibration:wifi,wireless:calibration:eeprom,wireless:mt76:driver,wireless:mt76:eeprom	M06-E-mt76-vendor-cert-policy-handoff	defer	Patch [43/95] replaces band index with radio index in vendor commands to match hostapd-side command semantics; this is userspace/vendor-command policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000387	A	package/kernel/mt76/patches/0044-mtk-mt76-mt7996-Change-beacon-protection-fw-cmd.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [44/95] changes beacon-protection firmware command handling and key-memory cleanup; this is beacon protection/security behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000390	A	package/kernel/mt76/patches/0047-mtk-mt76-mt7996-add-mbssid-data-parsing.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [47/95] adds MBSSID element parsing for Wi-Fi 7 features; this is MBSSID/beacon parsing policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000391	A	package/kernel/mt76/patches/0048-mtk-mt76-mt7996-add-a-mt7996_bss_conf-array-for-MBSS.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [48/95] stores non-TX MBSSID BSS configuration pointers by BSSID index; this is MBSSID bookkeeping for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000392	A	package/kernel/mt76/patches/0049-mtk-mt76-mt7996-11v-MLD-critical-update-support.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [49/95] adds 11v plus MLD critical-update support for non-transmitted BSSID offsets and firmware critical-update handling; this is MLO/11v policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000394	A	package/kernel/mt76/patches/0051-mtk-mt76-rework-chanctx-scan-roc-for-mlo-support.patch	patch	primary	firmware:wifi:eeprom,identity:calibration:wifi,wireless:calibration:eeprom,wireless:mt76:driver,wireless:mt76:eeprom	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [51/95] reworks chanctx/scan/ROC APIs for MLO support; this is broad MLO channel/scan behavior and not a minimal M06 probe requirement.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000395	A	package/kernel/mt76/patches/0052-mtk-mt76-mt7996-set-TTLM-negotiation-support-flag.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [52/95] sets the TTLM negotiation support flag in mt7996 init capabilities; this is MLO/TTLM capability exposure for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000396	A	package/kernel/mt76/patches/0053-mtk-mt76-mt7996-set-TTLM-on-a-STA-MLD.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [53/95] sets TTLM on a STA MLD and adds/refactors TTLM driver operations; this is explicit MLO/TTLM behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000397	A	package/kernel/mt76/patches/0054-mtk-mt76-mt7996-set-single-STA-s-TTLM-on-AP-MLD.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [54/95] adds set_sta_ttlm for a STA on AP MLD; this is explicit MLO/TTLM behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000398	A	package/kernel/mt76/patches/0055-mtk-mt76-mt7996-set-neg-ttlm-related-action-frames-t.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [55/95] moves neg-TTLM related action frames to the ALTX queue; this is MLO/TTLM action-frame behavior for M07, not M06 basic probe/load/calibration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000403	A	package/kernel/mt76/patches/0060-mtk-mt76-mt7996-add-STA-TX-pause-mechanism-for-CSA.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-dfs-csa-policy-handoff	defer	Patch [60/95] pauses STA TX during CSA/RF switch/CAC to avoid illegal transmissions; this is DFS/CSA behavior beyond M06 basic association.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000404	A	package/kernel/mt76/patches/0061-mtk-mt76-mt7996-enable-qos-program-related-bit-in-ex.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-qos-scs-policy-handoff	defer	Patch [61/95] exposes QoS Map and mirrored SCS bits in AP extended capabilities; this is QoS/SCS capability policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000406	A	package/kernel/mt76/patches/0063-mtk-mt76-mt7996-add-support-for-EPCS.patch	patch	primary	firmware:wifi:eeprom,identity:calibration:wifi,wireless:calibration:eeprom,wireless:mt76:driver,wireless:mt76:eeprom	M06-E-mt76-vendor-cert-policy-handoff	defer	Patch [63/95] adds AP EPCS support through vendor commands and MCU programming; this is advanced AP/vendor policy beyond M06 basic association.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000410	A	package/kernel/mt76/patches/0067-mtk-mt76-mt7996-Force-to-update-power-after-csa-coun.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [67/95] forces txpower SKU-table update after CSA countdown; this is CSA/regulatory power behavior, not M06 basic radio enumeration.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000412	A	package/kernel/mt76/patches/0069-mtk-mt76-mt7996-Enable-sku-when-hostapd-bring-sku-in.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [69/95] enables SKU via hostapd-provided vendor attribute; this is hostapd/regulatory power policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000416	A	package/kernel/mt76/patches/0073-mtk-mt76-mt7996-rework-radar-rdd-idx.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-dfs-csa-policy-handoff	defer	Patch [73/95] reworks radar/RDD index mapping and debugfs controls; this is radar/DFS behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000418	A	package/kernel/mt76/patches/0075-mtk-mt76-mt7996-add-remove-key-for-bigtk.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [75/95] removes previous BSS BIGTK from firmware to handle beacon-loss/security state; this is advanced beacon/key policy beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000420	A	package/kernel/mt76/patches/0077-mtk-mt76-mt7996-qos-fill-the-User-Priority-in-skb-pr.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-qos-scs-policy-handoff	defer	Patch [77/95] copies User Priority into skb priority for MSCS DSCP learning; this is QoS/MSCS policy for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000422	A	package/kernel/mt76/patches/0079-mtk-mt76-mt7996-support-EDCCA-standard-ETSI_2023.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [79/95] adds EDCCA ETSI_2023 support; this is regulatory/EDCCA behavior beyond M06 basic bring-up.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000423	A	package/kernel/mt76/patches/0080-mtk-mt76-mt7996-get-color-bitmap-on-link-s-bss_conf-.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [80/95] gets color bitmap from a link BSS configuration by link_id; this is BSS-color/link beacon behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000424	A	package/kernel/mt76/patches/0081-mtk-mt76-mt7996-fix-bcn-prot-hw-mode.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-beacon-mbssid-policy-handoff	defer	Patch [81/95] fixes beacon-protection hardware mode and TXD/BMC WCID handling; this is beacon protection behavior beyond M06.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000425	A	package/kernel/mt76/patches/0082-mtk-mt76-mt7996-rework-the-init-value-for-current-tx.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-regulatory-power-policy-handoff	defer	Patch [82/95] initializes current TX duty-cycle state because firmware does not send unsolicited duty-cycle events; this is TX power/duty-cycle policy beyond M06 basic radio bring-up.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000427	A	package/kernel/mt76/patches/0084-mtk-mt76-mt7996-fix-waning-when-removing-erroneous-l.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-mlo-afc-policy-handoff	defer	Patch [84/95] fixes warnings when removing erroneous links with valid link bitmaps; this is MLO link-removal behavior for M07.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
M07	M06	external-handoff-not-reacknowledged	no	no	000429	A	package/kernel/mt76/patches/0086-mtk-mt76-mt7996-fix-implicit-beamforming-support-for.patch	patch	primary	wireless:mt76:driver	M06-E-mt76-rate-control-policy-handoff	defer	Patch [86/95] adjusts implicit beamforming timeout handling for mt7996/mt7992/mt7990; this is advanced beamforming/rate behavior, not M06 bring-up evidence.	M07 TODO: review after M06 proves basic radio probe, firmware load, calibration source selection, and basic Wi-Fi 6 association; do not claim advanced wireless policy/runtime success in M06.	advanced wireless policy boundary explicit after patch-content QC	true-owner-gap	consider backfill or formal global handoff addendum before M07 implementation	Audit says future M07 implementer reading only M07 artifacts could miss this wireless policy/MLO/DFS/QoS/RSNO/off-channel handoff.
