owner_step	source_step	handoff_status	owner_step_tsv_has_file_id	owner_step_md_mentions_file_id	file_id	status	path	file_kind	route_classes	features	group	disposition	evidence	notes	minimalism_gate
M01	M01	owned-in-source-step	yes	no	000032	M	package/boot/uboot-mediatek/Makefile	makefile	primary	boot:uboot:build,boot:uboot:target,build:package:makefile	boot-artifact-uboot	rewrite	Vendor adds 8X eMMC, SDMMC, and SNAND U-Boot package targets with matching `BUILD_DEVICES`, `UBOOT_CONFIG`, BL2 bootdev, and TF-A dependencies.	Port build-target selection into 25.12 style. Do not carry global serial-buffer tuning unless separately justified.	build selection separated from boot policy
M01	M01	owned-in-source-step	yes	yes	000033	A	package/boot/uboot-mediatek/patches/999-add-bananapi_bpi-r4-pro-8x.patch	patch	primary	boot:uboot:build,boot:uboot:dts,boot:uboot:target	boot-artifact-uboot	rewrite	Direct 8X patch adds U-Boot DTS/DTSI, SD/eMMC/SNAND defconfigs, and boot env files.	M01 uses this for U-Boot DTS and defconfig skeleton only. M02 owns SD env boot semantics; M10 owns NAND/eMMC install menu behavior.	boundary split required
M01	M01	owned-in-source-step	yes	no	000050	M	package/kernel/linux/modules/block.mk	unknown	primary	openwrt:package:kernel-modules	secure-boot-kernel-modules	drop	Changes DAX and device-mapper packaging, enabling dm-init and dm-verity options.	These are tied to optional dm-verity/firmware-encryption flow, not the baseline 8X image skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000472	M	package/libs/openssl/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	Adds OpenSSL host build and installs `openssl3` for HKDF/FIT encryption helpers.	Secure-boot helper dependency only; vendor 8X baseline has secure boot disabled.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000473	M	package/libs/popt/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	Adds host-build plumbing for `popt`.	No direct 8X skeleton consumer was found in the retained M01 path.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000474	A	package/mtk/memdump_cfg/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	diagnostic-package	drop	Adds a MediaTek memdump configuration kernel module package.	No direct 8X DTS or image recipe reference requires this package for clean build/image skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000475	A	package/mtk/memdump_cfg/src/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	diagnostic-package	drop	Package-internal Makefile for the memdump configuration module.	Dropped with the parent diagnostic package.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000476	A	package/mtk/memdump_cfg/src/memdump-cfg.c	source	primary	openwrt:package:device-packages	diagnostic-package	drop	Implements SMC-backed procfs controls for emergency memory dump IP settings.	Diagnostic/runtime facility, not an 8X image skeleton requirement.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000477	A	package/mtk/optee-mediatek/Makefile	makefile	primary	boot:tf-a:build,build:package:makefile,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Adds an MTK OP-TEE package that builds OP-TEE OS, client, tests, and apps; vendor 8X config leaves `optee-mediatek` disabled.	Background for optional secure boot only. Do not include in M01 base image.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000478	A	package/mtk/optee-mediatek/config/Config-optee-client.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	OP-TEE client/supplicant configuration menu.	Only relevant if optional OP-TEE support becomes explicit scope.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000479	A	package/mtk/optee-mediatek/config/Config-optee-mtk.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	MTK OP-TEE test, secure storage, and RNG options.	Not part of baseline M01 skeleton; keep as background only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000480	A	package/mtk/optee-mediatek/config/Config-optee-os.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	OP-TEE OS memory, logging, storage, RPMB, and early-TA options.	Optional secure-world policy; not a clean image skeleton requirement.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000481	A	package/mtk/optee-mediatek/config/Config.in	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Top-level OP-TEE package configuration.	Do not source this in the target unless secure boot/OP-TEE becomes explicit scope.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000482	A	package/mtk/optee-mediatek/files/optee.init	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Init script starts `tee-supplicant` if `/dev/teepriv0` exists.	Runtime OP-TEE service, not M01 build skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000483	A	package/mtk/optee-mediatek/optee-apps.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Build glue for OP-TEE apps and early TAs including firmware-encryption TA hooks.	Optional secure boot support only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000484	A	package/mtk/optee-mediatek/optee-client-config.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	OP-TEE client make-flag mapping.	Optional secure boot support only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000485	A	package/mtk/optee-mediatek/optee-client.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Downloads/builds OP-TEE client and tee-supplicant.	Optional secure boot support only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000486	A	package/mtk/optee-mediatek/optee-os-config.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	OP-TEE OS and MTK make-flag mapping.	Optional secure boot support only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000487	A	package/mtk/optee-mediatek/optee-os.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Downloads/builds OP-TEE OS for `mediatek-mt7988` when filogic is selected.	Optional secure boot support only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000488	A	package/mtk/optee-mediatek/optee-test.mk	unknown	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Downloads/builds OP-TEE test package and `xtest`.	Test package, not M01 image skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000489	A	package/mtk/optee-mediatek/patches/0001-fix-build-fail-with-optee-test.patch	patch	primary	boot:tf-a:build,firmware:boot:blob,openwrt:package:device-packages	secure-boot-optee	review-only	Patch only fixes optional OP-TEE test build.	Keep as background only with the OP-TEE package.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000504	M	package/network/services/dnsmasq/Makefile	makefile	primary	build:package:makefile	generic-package-version	drop	Only bumps dnsmasq from 2.90 to 2.91 and adjusts source hash/release.	Generic package version delta; no 8X build skeleton reason.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000813	M	package/utils/dtc/Makefile	makefile	primary	build:package:makefile	secure-boot-host-tool	drop	Adds dtc host-build support and host meson args.	Needed by vendor fdtput/dm-verity helpers, not by baseline 25.12 FIT skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000814	D	scripts/config/.gitignore	unknown	supporting	build:scripts:helper	vendor-config-tool	drop	Deletes generated-tool ignore rules under `scripts/config`.	Repository/build-noise cleanup, not an 8X skeleton input.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000815	M	scripts/config/Makefile	makefile	supporting	build:scripts:helper	vendor-config-tool	drop	Adds `aconf` host program for Kconfig merge/diff tooling.	Do not adopt vendor config-management workflow for the clean 25.12 skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000816	A	scripts/config/aconf.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	New Kconfig merge/diff tool for defconfig subtraction and incremental config handling.	Not used by the M01 target image skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000817	M	scripts/config/confdata.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	Exports internal Kconfig helpers for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000818	M	scripts/config/lkc.h	header	supporting	build:scripts:helper	vendor-config-tool	drop	Declares exported Kconfig helpers for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000819	M	scripts/config/symbol.c	source	supporting	build:scripts:helper	vendor-config-tool	drop	Exports `strhash()` for `aconf`.	Dropped with `aconf`; no target skeleton dependency.	context checked before drop
M01	M01	owned-in-source-step	yes	no	000820	M	scripts/feeds	unknown	supporting	build:scripts:helper	feed-policy-boundary	drop	Adds feed `subdir` scan support.	M00 requires M01 to choose clean 25.12 feeds and not copy vendor feed strategy; this helper is not part of 8X skeleton.	feed policy boundary checked
M01	M01	owned-in-source-step	yes	no	000821	A	scripts/fw-enc-hkdf.sh	shell	supporting	build:scripts:helper	secure-fit-helper	review-only	HKDF helper derives firmware encryption keys using host `openssl3`.	Optional firmware encryption only; secure boot is disabled in the vendor 8X config.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000822	A	scripts/make-squashfs-hashed.sh	shell	supporting	build:scripts:helper	secure-fit-helper	review-only	Runs `veritysetup format` and writes a hash summary for dm-verity rootfs handling.	Optional dm-verity support; not baseline M01 skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	yes	000823	M	scripts/mkits.sh	shell	primary,supporting	image:fit,build:scripts:helper	secure-fit-helper	review-only	Adds FIT cipher, signature, and anti-rollback node generation.	Do not merge into M01 standard FIT image generation unless secure boot becomes explicit scope.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000967	M	target/linux/mediatek/filogic/config-6.6	unknown	supporting	build:kernel:config	kernel-config-clue	review-only	Mixed kernel fragment changes include MT7987, PHY, DSA, netfilter/offload, remoteproc, and CPU governor settings.	Config fragment is evidence only; later M03/M05/M08/M09 reviews own relevant runtime behavior.	config clue boundary checked
M01	M01	owned-in-source-step	yes	no	000969	A	target/linux/mediatek/image/Config.in	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	secure-fit-helper	review-only	Adds MTK secure boot, firmware encryption, and anti-rollback image options.	Use as optional secure-boot evidence only; vendor 8X baseline has secure boot disabled.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000970	M	target/linux/mediatek/image/Makefile	makefile	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	secure-fit-helper	review-only	Adds secure-boot helpers, OP-TEE node patching, dm-verity rootfs hash handling, HKDF key derivation, and `-include $(SUBTARGET)-extra.mk`.	Target M01 should use clean 25.12 image Makefile structure; do not carry optional secure boot or RFB-extra machinery into 8X skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	000971	A	target/linux/mediatek/image/filogic-extra.mk	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	rfb-reference-image	drop	Adds `mediatek_mt7988d-rfb` image recipe and overlays.	RFB reference, not BPI-R4 Pro 8X hardware or image skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	yes	000972	M	target/linux/mediatek/image/filogic.mk	unknown	primary	image:device-recipe,image:dts-selection,image:factory-image,openwrt:package:device-packages	direct-8x-image-recipe	rewrite	Direct 8X vendor recipe defines `bananapi_bpi-r4-pro-8x`, base DTS, four overlays, package list, FIT sysupgrade image, and eMMC/SD/SNAND artifact names.	M01 uses only the direct 8X `Device/bananapi_bpi-r4-pro-8x` and common image skeleton. Do not migrate non-8X hunks from the same diff, including BPI-R3/R4/R4Lite/MT7987/RFB/PoE changes. Do not claim SD boot, recovery, sysupgrade, or NAND/eMMC install success in M01; GPT, partition, install, and storage policy semantics require M02/M10 review.	8X-only skeleton; boot/install/storage claims blocked
M01	M01	owned-in-source-step	yes	no	001153	M	tools/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Enables host `fdt-patch-dm-verify` and `ar-tool`; MTK 25.12 carries similar optional secure-boot tooling, but OpenWrt 25.12 target does not.	Background for optional secure boot only; not baseline M01 unless secure boot is explicitly selected.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001154	A	tools/ar-tool/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Host package wrapper for anti-rollback XML processing tool.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001155	A	tools/ar-tool/src/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Builds `ar-tool` by copying the Python script.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001156	A	tools/ar-tool/src/ar-tool.py	script	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Parses BL/FW anti-rollback XML tables and emits version code or make config.	Optional anti-rollback support; no baseline M01 action.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001157	A	tools/codechecker/Makefile	makefile	primary	build:tools:host-tool	build-diagnostic-tool	drop	Adds host CodeChecker build-logger package.	Developer diagnostic tooling, not image skeleton or 8X hardware evidence.	context checked before drop
M01	M01	owned-in-source-step	yes	no	001158	A	tools/codechecker/patches/build-native-ldlogger-so.patch	patch	primary	build:tools:host-tool	build-diagnostic-tool	drop	Patch builds native `ldlogger.so` for CodeChecker.	Dropped with CodeChecker diagnostic tooling.	context checked before drop
M01	M01	owned-in-source-step	yes	no	001159	A	tools/crc32sum/Makefile	makefile	primary	build:tools:host-tool	legacy-hash-tool	drop	Adds standalone CRC32 host tool, but root vendor `tools/Makefile` does not enable it in this diff.	Old MTK feed references exist, but no direct M01 8X skeleton consumer was found.	context checked before drop
M01	M01	owned-in-source-step	yes	no	001160	A	tools/crc32sum/src/Makefile	makefile	primary	build:tools:host-tool	legacy-hash-tool	drop	Package-internal Makefile for CRC32 host tool.	Dropped with unused CRC32 host tool.	context checked before drop
M01	M01	owned-in-source-step	yes	no	001161	A	tools/crc32sum/src/crc32sum.c	source	primary	build:tools:host-tool	legacy-hash-tool	drop	Implements generic CRC32 host utility.	Not part of direct 8X image skeleton.	context checked before drop
M01	M01	owned-in-source-step	yes	no	001162	A	tools/fdt-patch-dm-verify/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Host package wrapper for `fdt-patch-dm-verify`.	Optional dm-verity rootfs bootargs helper only.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001163	A	tools/fdt-patch-dm-verify/src/Makefile	makefile	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Builds `fdt-patch-dm-verify` with a vendored libfdt copy.	Optional dm-verity helper; do not vendor this into M01 base skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001164	A	tools/fdt-patch-dm-verify/src/libfdt/Makefile.libfdt	unknown	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt build file used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001165	A	tools/fdt-patch-dm-verify/src/libfdt/fdt.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt source used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001166	A	tools/fdt-patch-dm-verify/src/libfdt/fdt.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001167	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_addresses.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt address helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001168	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_empty_tree.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt empty-tree helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001169	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_overlay.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt overlay helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001170	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_ro.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt read-only helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001171	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_rw.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt read-write helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001172	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_strerror.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt strerror helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001173	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_sw.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt sequential-write helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001174	A	tools/fdt-patch-dm-verify/src/libfdt/fdt_wip.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt work-in-progress helper used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001175	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt public header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001176	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt_env.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt environment header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001177	A	tools/fdt-patch-dm-verify/src/libfdt/libfdt_internal.h	header	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Vendored libfdt internal header used only by `fdt-patch-dm-verify`.	Optional dm-verity helper dependency.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001178	A	tools/fdt-patch-dm-verify/src/main.c	source	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Tool patches DTB bootargs from dm-verity summary data.	Optional dm-verity helper; not standard 8X skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001179	A	tools/mkimage/patches/980-mkimage-add-offline-sign-support.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Adds offline RSA signing support to U-Boot mkimage.	Optional FIT signing support; not baseline M01 skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001180	A	tools/mkimage/patches/981-mkimage-add-tee-cipher-algo.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Adds `tee_aes256` and `optee_aes256` cipher aliases to mkimage.	Optional firmware encryption support; not baseline M01 skeleton.	optional secure boot isolated
M01	M01	owned-in-source-step	yes	no	001181	A	tools/mkimage/patches/982-add-iv-to-fit-without-setting-keydest.patch	patch	primary	build:tools:host-tool	secure-boot-host-tool	review-only	Allows mkimage to store IV in FIT without a keydest node.	Optional encrypted-FIT support; not baseline M01 skeleton.	optional secure boot isolated
M02	M00	acknowledged-in-owner-step-md	no	yes	001134	A	target/linux/mediatek/patches-6.6/999-fitblk-01-parse-and-mount-ramdisk.patch	patch	review-only	dts:soc:base	fitblk-recovery-rootfs-patch	defer	Patch maps FIT ramdisk images as rootfs partitions in fitblk; 8X image recipe uses initramfs-recovery.itb and SD DTSO has rootdisk-sd.	M02 owns SD/recovery FIT rootfs boot path; M10 may revisit persistent install/sysupgrade implications later.	blind-audit correction; boot dependency not deferred past SD boot step
M02	M01	covered-by-owner-step-tsv	yes	yes	000490	A	package/mtk/reset-boot-count/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	recovery-boot-count	defer	Adds `kmod-reset-boot-count` for dual-boot boot retry counter reset.	M02 already marked reset-boot-count as needs-evidence for SD boot safety; not M01 skeleton.	deferred with owner
M02	M01	covered-by-owner-step-tsv	yes	no	000491	A	package/mtk/reset-boot-count/files/reset-boot-count.init	unknown	primary	openwrt:package:device-packages	recovery-boot-count	defer	Init script loads the module only when `/mediatek,reset-boot-count` exists in device tree.	M02 must verify whether any direct 8X boot path needs this.	deferred with owner
M02	M01	covered-by-owner-step-tsv	yes	no	000492	A	package/mtk/reset-boot-count/src/Makefile	makefile	primary	build:package:makefile,openwrt:package:device-packages	recovery-boot-count	defer	Package-internal Makefile for reset-boot-count.	Defer with parent recovery/failsafe package.	deferred with owner
M02	M01	covered-by-owner-step-tsv	yes	yes	000493	A	package/mtk/reset-boot-count/src/reset-boot-count.c	source	primary	openwrt:package:device-packages	recovery-boot-count	defer	Implements SMC-backed `/proc/reset_boot_count` reset for A/B boot systems.	Recovery/dual-boot behavior, not M01 skeleton.	deferred with owner
M02	M02	owned-in-source-step	yes	yes	000033	A	package/boot/uboot-mediatek/patches/999-add-bananapi_bpi-r4-pro-8x.patch	patch	primary,supporting,deferred	boot:uboot:bootmenu,boot:uboot:env,boot:uboot:recovery,boot:uboot:storage-layout	direct-8x-uboot-sd-env	rewrite	Direct 8X patch adds SD DTS, SD defconfig, `bananapi_bpi-r4-pro-8x_sdmmc_env`, production SD boot with `bootconf_sd`, recovery boot/TFTP recovery using `bootconf_emmc`, and install-to-NAND commands.	M02 rewrites only SD boot env semantics needed for no-install boot. Exclude NAND/eMMC install menus, UBI writes, eMMC install payloads, and all SD write/update flows: `bootmenu_4/5`, `boot_tftp_production`, `boot_tftp_recovery`, `sdmmc_write_production`, `sdmmc_write_recovery`, and `replacevol`. M10 or a later explicit install review owns those flows.	boot/write/install boundary split required
M02	M02	owned-in-source-step	yes	no	000827	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7981-rfb-spim-nor.dtso	dtso	primary	dts:overlay:storage	non-8x-reference-storage	drop	MT7981 RFB SPI-NOR overlay is not 8X and provides no direct 8X SD boot evidence.	Routing noise from storage overlay tag. Do not use RFB storage overlay as 8X authority.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000829	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-emmc.dtso	dtso	primary	dts:overlay:storage	mt7987-reference-storage	drop	MT7987 eMMC overlay is not 8X and cannot decide 8X SD boot behavior.	Not M02 input beyond broad routing noise.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000832	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-netsys-eth0-an8855.dtso	dtso	primary	dts:overlay:storage	mt7987-reference-network-drop	drop	MT7987 network overlay was routed by storage keyword noise, not by SD boot evidence.	Network overlay belongs to neither M02 nor direct 8X SD path.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000842	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-pinctrl.dtsi	dtsi	primary	dts:overlay:storage	mt7987-reference-soc	drop	MT7987 pinctrl DTSI is not 8X and is not SD boot authority.	Do not infer 8X SD pinctrl from MT7987.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000843	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-sd.dtso	dtso	primary	dts:overlay:storage	mt7987-reference-storage	drop	MT7987 SD overlay is not 8X; direct 8X has its own SD DTSO.	Use direct 8X SD DTSO instead.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000845	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-spim-nand.dtso	dtso	primary	dts:overlay:storage	mt7987-reference-storage	drop	MT7987 NAND overlay is not 8X and NAND install/storage is out of M02.	No SD no-install migration action.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000846	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987-spim-nor.dtso	dtso	primary	dts:overlay:storage	mt7987-reference-storage	drop	MT7987 NOR overlay is not 8X and not direct SD boot evidence.	No M02 migration action.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000847	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987.dtsi	dtsi	primary	dts:overlay:storage	mt7987-reference-soc	drop	MT7987 SoC DTSI is not the MT7988A 8X SoC path.	Not a source for 8X SD boot truth.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000851	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-bananapi-bpi-r4-lite.dts	dts	primary	dts:overlay:storage	r4-lite-reference	drop	BPI-R4 Lite is vendor-family hardware, not direct 8X; it cannot decide 8X SD boot behavior.	May be background for style only, not an M02 migration input.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000852	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7987a-rfb.dts	dts	primary	dts:overlay:storage	mt7987-reference-board	drop	MT7987 RFB board DTS is not 8X and not SD boot authority.	Routing noise.	context checked before drop
M02	M02	owned-in-source-step	yes	yes	000857	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x-sd.dtso	dtso	primary	dts:overlay:storage	direct-8x-sd-overlay	migrate	Direct 8X SD overlay targets `/soc/mmc@11230000`, uses 4-bit SD, `cd-gpios = <&pio 12 GPIO_ACTIVE_LOW>`, `no-mmc`, `ubootenv`, production rootfs partition, and `/chosen/rootdisk-sd`.	Primary M02 DTSO input. Port SD semantics into target 25.12 style and do not infer boot success without serial/runtime evidence.	direct evidence; no install claim
M02	M02	owned-in-source-step	yes	yes	000859	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-bananapi-bpi-r4-pro-8x.dts	dts	primary	dts:overlay:storage	direct-8x-base-dts-context	review-only	Direct 8X base DTS provides board compatible, bootargs using `root=/dev/fit0`, and `rootdisk-spim-nand = <&ubi_rootfs>`.	Use as context for SD overlay and rootdisk naming only. Board identity belongs M03; NAND/rootfs storage belongs M10.	context only; owner split documented
M02	M02	owned-in-source-step	yes	no	000860	M	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-emmc.dtso	dtso	primary	dts:overlay:storage	mt7988-rfb-storage-reference	drop	MT7988A RFB eMMC overlay is not direct 8X hardware evidence.	Do not substitute RFB storage topology for 8X.	context checked before drop
M02	M02	owned-in-source-step	yes	no	000861	A	target/linux/mediatek/files-6.6/arch/arm64/boot/dts/mediatek/mt7988a-rfb-eth0-gsw.dtso	dtso	primary	dts:overlay:storage	mt7988-rfb-network-drop	drop	MT7988A RFB network overlay is unrelated to SD boot and not direct 8X evidence.	Routing noise.	context checked before drop
